id_enrolement,id_piece,type_piece,agent_id,centre_enrolement,date_enrolement,nom,prenoms,date_naissance,sexe,code_commune_naissance,nom_mere,telephone
ENR-000164,AN-000745,ACTE_NAISSANCE,AG008,Lokossa,2025-01-19,SAGBO,Serge,1969-07-03,M,0303,ADJOVI Rosine,0173899570
ENR-000165,PP-001288,PASSEPORT,AG037,Cotonou,2025-01-19,VODOUNON,Sylvie Espérance,1993-04-12,F,0105,KPADONOU Sylvie,
ENR-000166,PP-002312,PASSEPORT,AG001,Cotonou,2025-01-19,SAGBO,Ulrich,1959-06-06,M,0207,ALLADAYE Bernice,0128707852
ENR-000167,AN-003491,ACTE_NAISSANCE,AG031,Djougou,2025-01-19,DANSOU,Ghislain Rachid,2006-05-21,M,0901,ASSOGBA Aïcha,0139351907
ENR-000168,AN-004816,ACTE_NAISSANCE,AG012,Aplahoué,2025-01-19,DANSOU,Judith,2008-02-28,F,0605,QUENUM Rachidatou,0147245035
ENR-000169,PP-000276,PASSEPORT,AG007,Djougou,2025-01-20,GBAGUIDI,Mahougnon Justin,1973-10-04,M,1003,ASSOGBA Sylvie,0194423754
ENR-000170,AN-000300,ACTE_NAISSANCE,AG004,Parakou,2025-01-20,ADANDE,Fatoumata,1989-07-31,F,0207,GLELE Sylvie,0127435441
ENR-000171,AN-000556,ACTE_NAISSANCE,AG039,Porto-Novo,2025-01-20,HOUNSOU,Sèmèvo Flore,2012-06-24,F,0905,QUENUM Ayaba,
ENR-000172,AN-000742,ACTE_NAISSANCE,AG036,Aplahoué,2025-01-20,HOUESSOU,Serge,2007-05-22,M,1101,HOUNKPATIN Bernice,0108554074
ENR-000173,AN-000857,ACTE_NAISSANCE,AG017,Bohicon,2025-01-20,HOUNSOU,Fabrice,1950-01-16,M,0901,ADANDE Prudence,0154983708
ENR-000174,AN-001479,ACTE_NAISSANCE,AG003,Porto-Novo,2025-01-20,TCHIBOZO,Flore,1973-12-13,F,0209,NOUATIN Gisèle,
ENR-000175,PP-001850,PASSEPORT,AG003,Porto-Novo,2025-01-20,KIKI,Mariam,1985-02-25,F,1005,ASSOGBA Gisèle,0105266413
ENR-000176,AN-001870,ACTE_NAISSANCE,AG002,Abomey-Calavi,2025-01-20,FASSINOU,Mariam,1990-09-30,F,0208,BIO Salamatou,0192574150
ENR-000177,PP-002659,PASSEPORT,AG019,Djougou,2025-01-20,AKPOVI,Ayaba,2007-12-02,F,1101,NOUATIN Judith,0113200645
ENR-000178,PP-002970,PASSEPORT,AG037,Cotonou,2025-01-20,KPADONOU,Codjo,1953-01-21,M,0408,DANSOU Carine,0120412126
ENR-000179,AN-003074,ACTE_NAISSANCE,AG029,Bohicon,2025-01-20,GBAGUIDI,Rosine Sylvie,1981-08-24,F,1001,YAROU Carine,0166669107
ENR-000180,AN-004941,ACTE_NAISSANCE,AG022,Kandi,2025-01-20,ZINSOU,Justin,1985-11-17,M,1208,HOUNGBO Ayaba,0155381715
ENR-000181,CC-004994,CARTE_CONSULAIRE,AG014,Abomey-Calavi,2025-01-20,TOGBE,Fatoumata Chimène,1980-12-15,F,0801,YAROU Fatoumata,0159630489
ENR-000182,AN-000447,ACTE_NAISSANCE,AG039,Porto-Novo,2025-01-21,FASSINOU,Mariam,1990-03-24,F,0105,GLELE Nadège,0118783539
ENR-000183,AN-001931,ACTE_NAISSANCE,AG029,Bohicon,2025-01-21,ASSOGBA,Arnaud,1951-03-02,M,0405,DANSOU Bernice,0184194352
ENR-000184,PP-002540,PASSEPORT,AG023,Dassa-Zoumè,2025-01-21,BONI,Chimène,2003-03-21,F,0308,ADJOVI Estelle,0119373763
ENR-000185,AN-003408,ACTE_NAISSANCE,AG029,Bohicon,2025-01-21,HOUNKPATIN,Mahougnon Ibrahim,1992-05-24,M,1002,TOGBE Fatoumata,0174150649
ENR-000186,CC-003436,CARTE_CONSULAIRE,AG032,Lokossa,2025-01-21,FASSINOU,Mariam,1966-12-31,F,1006,CODJIA Judith,0169442222
ENR-000187,AN-003458,ACTE_NAISSANCE,AG028,Parakou,2025-01-21,DOSSOU,Rachidatou Salamatou,1963-12-04,F,0903,GLELE Flore,
ENR-000188,AN-003606,ACTE_NAISSANCE,AG008,Lokossa,2025-01-21,ADJOVI,Moussa Gildas,1962-05-13,M,0207,AKPOVI Rachidatou,0127098778
ENR-000189,AN-003857,ACTE_NAISSANCE,AG004,Parakou,2025-01-21,AMOUSSOU,Serge Ulrich,1951-04-02,M,1102,SOULEY Gisèle,0168444406
ENR-000190,AN-004141,ACTE_NAISSANCE,AG031,Djougou,2025-01-21,IDRISSOU,Ayaba,2011-08-28,F,0208,SOULEY Bernice,0147057507
ENR-000191,AN-004897,ACTE_NAISSANCE,AG027,Porto-Novo,2025-01-21,AGBODJAN,Estelle,1985-08-19,F,0702,MENSAH Rosine,0163426545
ENR-000192,AN-004967,ACTE_NAISSANCE,AG023,Dassa-Zoumè,2025-01-21,GLELE,Rachid Ghislain,1963-12-12,M,0503,HOUESSOU Aïcha,0108663926
ENR-000193,AN-000320,ACTE_NAISSANCE,AG037,Cotonou,2025-01-22,ZANNOU,Estelle,1990-10-29,F,0307,GBAGUIDI Rosine,0192229028
ENR-000194,AN-000414,ACTE_NAISSANCE,AG007,Djougou,2025-01-22,QUENUM,Ghislain Moussa,2002-01-03,M,1104,ZANNOU Prudence,0191128767
ENR-000195,AN-001176,ACTE_NAISSANCE,AG004,Parakou,2025-01-22,CHABI,Fidèle Comlan,2006-12-26,M,0303,FASSINOU Carine,0128862121
ENR-000196,AN-001370,ACTE_NAISSANCE,AG031,Djougou,2025-01-22,HOUNSOU,Serge,1964-12-26,M,1209,ADANDE Nadège,0161853207
ENR-000197,AN-001936,ACTE_NAISSANCE,AG019,Djougou,2025-01-22,KIKI,  Salamatou ,1980-05-25,F,0405,DOSSOU Chimène,
ENR-000198,AN-002476,ACTE_NAISSANCE,AG021,Ouidah,2025-01-22,ASSOGBA,Ulrich,2015-03-08,M,0606,OSSENI Estelle,0179326108
ENR-000199,CC-002638,CARTE_CONSULAIRE,AG013,Cotonou,2025-01-22,ASSOGBA,Koffi,2003-07-25,M,0601,MENSAH Carine,
ENR-000200,AN-003031,ACTE_NAISSANCE,AG019,Djougou,2025-01-22,SAGBO,  Gisèle   Chimène ,1996-04-15,F,1205,GBAGUIDI Rachidatou,0195886331
ENR-000201,AN-003324,ACTE_NAISSANCE,AG029,Bohicon,2025-01-22,DANSOU,Chimène,2012-11-24,F,1006,KIKI Flore,0146336262
ENR-000202,AN-003517,ACTE_NAISSANCE,AG003,Porto-Novo,2025-01-22,ZINSOU,Fabrice,2010-10-25,M,0703,LOKONON Sylvie,0105730978
ENR-000203,CC-003595,CARTE_CONSULAIRE,AG020,Lokossa,2025-01-22,IDRISSOU,Rodrigue,1971-10-01,M,0506,AMOUSSOU Sylvie,0162051322
ENR-000204,PP-003982,PASSEPORT,AG008,Lokossa,2025-01-22,ASSOGBA,Rachid,1984-09-15,M,1203,YAROU Estelle,0149189361
ENR-000205,CC-004330,CARTE_CONSULAIRE,AG038,Abomey-Calavi,2025-01-22,AHOYO,Chimène,1959-04-04,F,0606,KOUKPAKI Nadège,
ENR-000206,AN-004960,ACTE_NAISSANCE,AG016,Parakou,2025-01-22,AKPOVI,Rodrigue Ibrahim,1996-08-11,M,0307,OSSENI Rosine,
ENR-000207,AN-000814,ACTE_NAISSANCE,AG009,Ouidah,2025-01-23,TOSSOU,Prudence Salamatou,1983-05-15,F,0308,QUENUM Carine,0195201053
ENR-000208,CC-001303,CARTE_CONSULAIRE,AG013,Cotonou,2025-01-23,GBAGUIDI,Salamatou Carine,2001-08-26,F,1104,GBAGUIDI Chimène,0171730902
ENR-000209,AN-001910,ACTE_NAISSANCE,AG012,Aplahoué,2025-01-23,IDRISSOU,Ayaba,1993-12-03,F,1007,DANSOU Espérance,0115285474
ENR-000210,AN-002817,ACTE_NAISSANCE,AG014,Abomey-Calavi,2025-01-23,ASSOGBA,Ayaba Nadège,1962-06-22,F,0208,ASSOGBA Nadège,0162087501
ENR-000211,AN-000084,ACTE_NAISSANCE,AG021,Ouidah,2025-01-24,AHOYO,Comlan,1979-06-09,M,0604,FASSINOU Gisèle,
ENR-000212,CC-000289,CARTE_CONSULAIRE,AG030,Natitingou,2025-01-24,ASSOGBA,Koffi Gildas,2010-02-28,M,0106,KOUKPAKI Sènami,0136013925
ENR-000213,CC-000922,CARTE_CONSULAIRE,AG029,Bohicon,2025-01-24,AHOYO,Justin,1962-04-06,M,0801,ASSOGBA Espérance,0196659521
ENR-000214,AN-001569,ACTE_NAISSANCE,AG016,Parakou,2025-01-24,VODOUNON,  Ayaba ,1998-04-23,F,1104,AKPOVI Fatoumata,0148299644
ENR-000215,AN-002124,ACTE_NAISSANCE,AG007,Djougou,2025-01-24,alladaye,Carine,1975-09-04,F,1007,ADANDE Sèmèvo,0106426869
ENR-000216,CC-002261,CARTE_CONSULAIRE,AG018,Natitingou,2025-01-24,VODOUNON,Estelle,1982-11-20,F,0601,ZANNOU Aïcha,0122016521
ENR-000217,AN-002604,ACTE_NAISSANCE,AG034,Kandi,2025-01-24,TOGBE,Ayaba,2001-06-28,F,1007,NOUATIN Espérance,0124838979
ENR-000218,PP-003974,PASSEPORT,AG037,Cotonou,2025-01-24,ZINSOU,Fabrice Justin,1971-03-16,M,1206,TOSSOU Prudence,0128682342
ENR-000219,CC-000016,CARTE_CONSULAIRE,AG021,Ouidah,2025-01-25,ALLADAYE,  Salamatou ,1999-08-16,F,0301,KOUKPAKI Salamatou,0108538012
ENR-000220,AN-000218,ACTE_NAISSANCE,AG035,Dassa-Zoumè,2025-01-25,SOSSOU,Ibrahim Mahougnon,1971-01-18,M,1004,SOSSOU Aïcha,0168350406
ENR-000221,AN-000224,ACTE_NAISSANCE,AG020,Lokossa,2025-01-25,ADJOVI,Aicha,1948-09-05,F,0301,DANSOU Judith,
ENR-000222,AN-000305,ACTE_NAISSANCE,AG009,Ouidah,2025-01-25,MENSAH,Gildas Ulrich,1988-02-28,M,1009,VODOUNON Espérance,0172745048
ENR-000223,AN-000840,ACTE_NAISSANCE,AG003,Porto-Novo,2025-01-25,BONI,Rachidatou,1960-07-11,F,0603,FASSINOU Mariam,0147812780
ENR-000224,AN-000998,ACTE_NAISSANCE,AG037,Cotonou,2025-01-25,GBAGUIDI,Mariam Chimène,1997-09-20,F,0104,CODJIA Salamatou,0111090903
ENR-000225,AN-001048,ACTE_NAISSANCE,AG022,Kandi,2025-01-25,CHABI,Nadège,1992-10-07,F,0905,HOUNKPATIN Bernice,0189777985
ENR-000226,AN-001751,ACTE_NAISSANCE,AG032,Lokossa,2025-01-25,KOUKPAKI,Rachid,2008-09-23,M,1203,ZANNOU Sènami,0186121775
ENR-000227,PP-002377,PASSEPORT,AG007,Djougou,2025-01-25,ALLADAYE,Yves,1958-12-15,M,1003,AGBODJAN Sènami,
ENR-000228,CC-003093,CARTE_CONSULAIRE,AG023,Dassa-Zoumè,2025-01-25,AKPOVI,Bernice Estelle,1996-12-01,F,0703,YAROU Espérance,0157694349
ENR-000229,AN-003425,ACTE_NAISSANCE,AG022,Kandi,2025-01-25,AHOUANSOU,Comlan Koffi,1982-09-02,M,0504,KIKI Judith,0153317431
ENR-000230,CC-004706,CARTE_CONSULAIRE,AG007,Djougou,2025-01-25,DANSOU,Brice,1979-11-20,M,1205,SAGBO Bernice,+2290124333694
ENR-000231,AN-000806,ACTE_NAISSANCE,AG006,Natitingou,2025-01-26,BIO,Fatoumata,1952-01-17,F,0408,GBAGUIDI Rachidatou,0101325391
ENR-000232,CC-001460,CARTE_CONSULAIRE,AG016,Parakou,2025-01-26,HOUESSOU,Sylvie Prudence,2005-06-15,F,1009,QUENUM Fatoumata,0103704136
ENR-000233,PP-001694,PASSEPORT,AG014,Abomey-Calavi,2025-01-26,KPADONOU,Sylvie Carine,1991-07-02,F,0901,CODJIA Sènami,0151918290
ENR-000234,AN-002024,ACTE_NAISSANCE,AG036,Aplahoué,2025-01-26,SOULEY,Mariam,2005-11-12,F,0902,NOUATIN Nadège,0194319562
ENR-000235,AN-002289,ACTE_NAISSANCE,AG008,Lokossa,2025-01-26,DOSSOU,Koffi,1972-03-12,M,0905,GBAGUIDI Sylvie,0148169117
ENR-000236,AN-003807,ACTE_NAISSANCE,AG028,Parakou,2025-01-26,ADANDE,Codjo Serge,1984-02-15,M,0204,HOUNSOU Aïcha,0185987363
ENR-000237,CC-004104,CARTE_CONSULAIRE,AG006,Natitingou,2025-01-26,ZANNOU,Bernice Rosine,1985-12-06,F,0407,CODJIA Estelle,44103923
ENR-000238,AN-004374,ACTE_NAISSANCE,AG010,Kandi,2025-01-26,TOGBE,Ulrich,1976-03-06,M,0209,FASSINOU Gisèle,0183701957
ENR-000239,CC-004675,CARTE_CONSULAIRE,AG038,Abomey-Calavi,2025-01-26,SOULEY,Yves Rachid,1998-07-12,M,1203,GLELE Flore,0174863852
ENR-000240,CC-001361,CARTE_CONSULAIRE,AG037,Cotonou,2025-01-27,GLELE,Fidèle,1982-04-30,M,0207,YAROU Gisèle,+2290167248214
ENR-000241,PP-001477,PASSEPORT,AG004,Parakou,2025-01-27,AKPOVI,Rosine,1968-08-15,F,0505,DOSSOU Espérance,0114411700
ENR-000242,CC-001645,CARTE_CONSULAIRE,AG023,Dassa-Zoumè,2025-01-27,NOUATIN,Fidèle,1959-05-26,M,1009,SOSSOU Estelle,0126531319
ENR-000243,AN-002244,ACTE_NAISSANCE,AG026,Abomey-Calavi,2025-01-27,MENSAH,Mariam,1963-09-10,F,0304,MENSAH Prudence,
ENR-000244,AN-002609,ACTE_NAISSANCE,AG010,Kandi,2025-01-27,DANSOU,Gisèle,2004-08-26,F,0104,SAGBO Gisèle,0166442494
ENR-000245,AN-004231,ACTE_NAISSANCE,AG020,Lokossa,2025-01-27,KIKI,Fidèle,2002-02-11,M,1202,TCHIBOZO Sylvie,0165804011
ENR-000246,PP-004433,PASSEPORT,AG039,Porto-Novo,2025-01-27,FASSINOU,Bienvenu Yves,1987-05-14,M,0704,KPADONOU Judith,0140649432
ENR-000247,AN-004596,ACTE_NAISSANCE,AG004,Parakou,2025-01-27,FASSINOU,Chimène,1984-12-05,F,0506,HOUNSOU Espérance,
ENR-000248,AN-000643,ACTE_NAISSANCE,AG026,Abomey-Calavi,2025-01-28,CHABI,Flore,1987-12-26,F,0105,HOUNSOU Rachidatou,
ENR-000249,AN-000706,ACTE_NAISSANCE,AG034,Kandi,2025-01-28,ADANDE,Mahougnon Arnaud,2016-04-02,M,0905,DANSOU Aïcha,0141861163
ENR-000250,PP-001024,PASSEPORT,AG035,Dassa-Zoumè,2025-01-28,glele,Prudence,1994-07-25,F,0205,SOULEY Rachidatou,0135758086
ENR-000251,AN-001187,ACTE_NAISSANCE,AG005,Bohicon,2025-01-28,BONI,Chimène Rachidatou,2009-03-02,F,1006,GLELE Aïcha,0194564165
ENR-000252,PP-002218,PASSEPORT,AG040,Parakou,2025-01-28,DOSSOU,Judith Gisèle,1976-11-26,F,0401,SOULEY Salamatou,0151386356
ENR-000253,AN-004629,ACTE_NAISSANCE,AG008,Lokossa,2025-01-28,QUENUM,Mariam,1989-06-09,F,0209,MENSAH Espérance,0157302487
ENR-000254,AN-000114,ACTE_NAISSANCE,AG036,Aplahoué,2025-01-29,OSSENI,Gildas,1989-06-17,M,1003,TCHIBOZO Nadège,0169180441
ENR-000255,AN-000725,ACTE_NAISSANCE,AG018,Natitingou,2025-01-29,NOUATIN,Sèmèvo Rosine,1947-05-04,F,1205,DANSOU Sèmèvo,0184961549
ENR-000256,AN-000775,ACTE_NAISSANCE,AG004,Parakou,2025-01-29,KOUKPAKI,Yves,2009-10-24,M,0205,AGBODJAN Sèmèvo,0190734588
ENR-000257,AN-001031,ACTE_NAISSANCE,AG015,Porto-Novo,2025-01-29,AGBODJAN,Ibrahim,1997-07-28,M,1102,SAGBO Salamatou,0159540576
ENR-000258,CC-001076,CARTE_CONSULAIRE,AG005,Bohicon,2025-01-29,ASSOGBA,Bienvenu,1992-11-16,M,1207,DANSOU Rosine,0101364946
ENR-000259,AN-001389,ACTE_NAISSANCE,AG027,Porto-Novo,2025-01-29,TOSSOU,Rodrigue Serge,1961-04-30,M,1004,DOSSOU Nadège,0179283689
ENR-000260,AN-001698,ACTE_NAISSANCE,AG017,Bohicon,2025-01-29,MENSAH,Ghislain,1997-10-07,M,0704,AKPOVI Nadège,0126476195
ENR-000261,AN-001971,ACTE_NAISSANCE,AG026,Abomey-Calavi,2025-01-29,TOSSOU,Justin,1968-02-14,M,0905,SAGBO Flore,0184996191
ENR-000262,AN-002534,ACTE_NAISSANCE,AG015,Porto-Novo,2025-01-29,ADANDE,Sèmèvo,1980-06-13,F,0606,AMOUSSOU Salamatou,
ENR-000263,AN-004679,ACTE_NAISSANCE,AG027,Porto-Novo,2025-01-29,DOSSOU,Brice,1960-10-22,M,0208,CHABI Judith,0121139169
ENR-000264,AN-004811,ACTE_NAISSANCE,AG039,Porto-Novo,2025-01-29,ASSOGBA,Prudence Ayaba,1995-09-22,F,0502,FASSINOU Judith,0176508839
ENR-000265,PP-004926,PASSEPORT,AG027,Porto-Novo,2025-01-29,AHOYO,Moussa Codjo,1997-08-11,M,0402,AGBODJAN Chimène,0125651437
ENR-000266,CC-000501,CARTE_CONSULAIRE,AG036,Aplahoué,2025-01-30,FASSINOU,Judith Sènami,2003-05-25,F,0101,GLELE Aïcha,0180397163
ENR-000267,AN-000625,ACTE_NAISSANCE,AG031,Djougou,2025-01-30,SOULEY,Flore,2005-10-23,F,0903,AGOSSOU Rosine,0183239777
ENR-000268,AN-000697,ACTE_NAISSANCE,AG018,Natitingou,2025-01-30,HOUESSOU,Justin,2001-02-18,M,0303,ALLADAYE Rosine,0170376735
ENR-000269,AN-001009,ACTE_NAISSANCE,AG008,Lokossa,2025-01-30,QUENUM,Salamatou,1946-11-22,F,1103,LOKONON Ayaba,0113675981
ENR-000270,CC-001373,CARTE_CONSULAIRE,AG013,Cotonou,2025-01-30,ASSOGBA,Ghislain,1998-07-30,M,0405,TCHIBOZO Nadège,
ENR-000271,AN-001744,ACTE_NAISSANCE,AG032,Lokossa,2025-01-30,DOSSOU,Yves,2013-02-25,M,0303,BONI Nadège,0115815371
ENR-000272,PP-002182,PASSEPORT,AG002,Abomey-Calavi,2025-01-30,AMOUSSOU,Fidèle,1961-10-21,M,1001,ADANDE Espérance,0111482979
ENR-000273,AN-003342,ACTE_NAISSANCE,AG037,Cotonou,2025-01-30,SOULEY,Bienvenu,1979-03-07,M,0102,AKPOVI Chimène,
ENR-000274,AN-003748,ACTE_NAISSANCE,AG025,Cotonou,2025-01-30,ALLADAYE,Rachid,1994-06-09,M,0702,LOKONON Fatoumata,0172597683
ENR-000275,AN-004285,ACTE_NAISSANCE,AG021,Ouidah,2025-01-30,KOUKPAKI,Koffi Justin,1982-12-21,M,0405,AGBODJAN Ayaba,0174510582
ENR-000276,AN-004669,ACTE_NAISSANCE,AG008,Lokossa,2025-01-30,TOSSOU,Espérance,1993-08-05,F,0703,CHABI Carine,0105141407
ENR-000277,AN-004767,ACTE_NAISSANCE,AG003,Porto-Novo,2025-01-30,ADANDE,Fatoumata Carine,1996-10-24,F,0306,TOGBE Salamatou,
ENR-000278,PP-004883,PASSEPORT,AG006,Natitingou,2025-01-30,HOUESSOU,Estelle Judith,1978-12-29,F,0603,AHOUANSOU Flore,0102568538
ENR-000279,CC-004950,CARTE_CONSULAIRE,AG013,Cotonou,2025-01-30,DANSOU,Fidèle,1992-11-03,M,1007,ADANDE Carine,0119565307
ENR-000280,AN-000101,ACTE_NAISSANCE,AG002,Abomey-Calavi,2025-01-31,KPADONOU,Sènami,2005-05-21,F,0307,ADJOVI Ayaba,0169298442
ENR-000281,AN-001693,ACTE_NAISSANCE,AG014,Abomey-Calavi,2025-01-31,HOUNGBO,Gisèle Rachidatou,1974-07-06,F,0906,QUENUM Sylvie,0193792021
ENR-000282,AN-002196,ACTE_NAISSANCE,AG019,Djougou,2025-01-31,ADJOVI,Flore,2016-12-28,F,1202,KIKI Flore,0145447363
ENR-000283,PP-003019,PASSEPORT,AG020,Lokossa,2025-01-31,KPADONOU,Comlan,2003-10-02,M,0704,AMOUSSOU Bernice,0156025209
ENR-000284,CC-003760,CARTE_CONSULAIRE,AG015,Porto-Novo,2025-01-31,AGBODJAN,Justin,1980-01-08,M,0503,KIKI Espérance,0101419206
ENR-000285,AN-004036,ACTE_NAISSANCE,AG009,Ouidah,2025-01-31,ZANNOU,Fidèle,1960-08-22,M,0302,FASSINOU Sèmèvo,0119079148
ENR-000286,AN-004272,ACTE_NAISSANCE,AG038,Abomey-Calavi,2025-01-31,QUENUM,Judith,1977-04-20,F,1001,DANSOU Carine,0153587216
ENR-000287,AN-004292,ACTE_NAISSANCE,AG038,Abomey-Calavi,2025-01-31,KIKI,Rosine,1964-01-20,F,0202,HOUNGBO Rosine,0137034899
ENR-000288,PP-004338,PASSEPORT,AG004,Parakou,2025-01-31,KOUKPAKI,Estelle Sylvie,1961-03-13,F,0604,BIO Fatoumata,0127422699
ENR-000289,AN-004803,ACTE_NAISSANCE,AG019,Djougou,2025-01-31,ADANDE,Ghislain,2002-12-07,M,0605,AGBODJAN Chimène,0122427062
ENR-000290,AN-000337,ACTE_NAISSANCE,AG015,Porto-Novo,2025-02-01,ADANDE,Bernice Aïcha,1945-03-08,F,0702,VODOUNON Prudence,0147636683
ENR-000291,AN-000831,ACTE_NAISSANCE,AG003,Porto-Novo,2025-02-01,AMOUSSOU,Salamatou Flore,1969-03-05,F,1009,TOSSOU Sylvie,0141353387
ENR-000292,AN-001082,ACTE_NAISSANCE,AG028,Parakou,2025-02-01,VODOUNON,Fidèle,1995-10-26,M,0403,SOSSOU Judith,0149297621
ENR-000293,AN-001163,ACTE_NAISSANCE,AG013,Cotonou,2025-02-01,ASSOGBA,Aïcha,1961-02-21,F,0703,KIKI Gisèle,0161355727
ENR-000294,AN-001284,ACTE_NAISSANCE,AG008,Lokossa,2025-02-01,FASSINOU,Espérance Mariam,2022-03-07,F,0801,ADANDE Bernice,0125219491
ENR-000295,CC-001381,CARTE_CONSULAIRE,AG008,Lokossa,2025-02-01,souley,Rachid,2012-10-31,M,0206,CODJIA Rachidatou,0178113733
ENR-000296,AN-001611,ACTE_NAISSANCE,AG036,Aplahoué,2025-02-01,SOSSOU,Arnaud,2001-12-28,M,1004,ADANDE Gisèle,0183068718
ENR-000297,AN-003995,ACTE_NAISSANCE,AG013,Cotonou,2025-02-01,AKPOVI,Judith,1998-08-27,F,0202,YAROU Salamatou,0177452087
ENR-000298,AN-004206,ACTE_NAISSANCE,AG038,Abomey-Calavi,2025-02-01,BONI,Bienvenu,1976-04-24,M,0306,GBAGUIDI Prudence,0115428492
ENR-000299,CC-002414,CARTE_CONSULAIRE,AG039,Porto-Novo,2025-02-01,DOSSOU,Nadège,2023-02-10,F,1207,ALLADAYE Sylvie,0103948892
ENR-000300,PP-000349,PASSEPORT,AG032,Lokossa,2025-02-02,VODOUNON,Gisèle,2001-12-16,F,0601,AGBODJAN Espérance,
ENR-000301,AN-001674,ACTE_NAISSANCE,AG001,Cotonou,2025-02-02,AGOSSOU,Gildas,1988-08-22,M,0401,CHABI Ayaba,0142212111
ENR-000302,PP-002471,PASSEPORT,AG016,Parakou,2025-02-02,OSSENI,Ibrahim,1949-03-05,M,0901,DANSOU Ayaba,0188506925
ENR-000303,AN-004948,ACTE_NAISSANCE,AG033,Ouidah,2025-02-02,TOSSOU,Rachid,1975-06-02,M,1102,FASSINOU Aïcha,0194941033
ENR-000304,CC-004999,CARTE_CONSULAIRE,AG007,Djougou,2025-02-02,DOSSOU,Espérance,1972-07-06,F,0801,ALLADAYE Salamatou,0190612880
ENR-000305,AN-000107,ACTE_NAISSANCE,AG019,Djougou,2025-02-03,CHABI,Estelle Salamatou,1966-05-01,F,0704,VODOUNON Gisèle,0100748514
ENR-000306,AN-000825,ACTE_NAISSANCE,AG018,Natitingou,2025-02-03,TOGBE,Prudence,1992-08-31,F,1207,LOKONON Mariam,0148077442
ENR-000307,AN-001255,ACTE_NAISSANCE,AG002,Abomey-Calavi,2025-02-03,GBAGUIDI,Salamatou,1938-03-12,F,0702,NOUATIN Sènami,0190833079
ENR-000308,AN-001927,ACTE_NAISSANCE,AG010,Kandi,2025-02-03,BIO,Sylvie,2009-07-26,F,0102,QUENUM Judith,0107723932
ENR-000309,PP-001970,PASSEPORT,AG037,Cotonou,2025-02-03,SAGBO,Serge Ghislain,1948-08-11,M,1202,TCHIBOZO Sèmèvo,
ENR-000310,AN-002641,ACTE_NAISSANCE,AG022,Kandi,2025-02-03,TCHIBOZO,Salamatou,2022-05-03,F,0503,OSSENI Chimène,
ENR-000311,AN-004050,ACTE_NAISSANCE,AG025,Cotonou,2025-02-03,ADANDE,Serge,1994-08-01,M,0506,KIKI Rachidatou,0187196811
ENR-000312,PP-004553,PASSEPORT,AG002,Abomey-Calavi,2025-02-03,DOSSOU,Aïcha Bernice,1966-08-01,F,1204,OSSENI Rachidatou,0161532953
ENR-000313,PP-004631,PASSEPORT,AG032,Lokossa,2025-02-03,SOULEY,Comlan Justin,1983-02-28,M,1205,AGBODJAN Sènami,0145465297
ENR-000314,AN-004927,ACTE_NAISSANCE,AG007,Djougou,2025-02-03,ASSOGBA,Arnaud,1998-09-09,M,1201,BONI Gisèle,0193969734
ENR-000315,AN-000060,ACTE_NAISSANCE,AG017,Bohicon,2025-02-04,HOUESSOU,Moussa Fidèle,1985-10-09,M,1005,ALLADAYE Salamatou,0197258444
ENR-000316,AN-000299,ACTE_NAISSANCE,AG022,Kandi,2025-02-04,SOSSOU,Estelle,1955-06-09,F,1009,QUENUM Aïcha,0105391104
ENR-000317,PP-000464,PASSEPORT,AG019,Djougou,2025-02-04,ZINSOU,Justin,2005-05-11,M,0401,QUENUM Bernice,01 79 45 16 97
ENR-000318,PP-000539,PASSEPORT,AG039,Porto-Novo,2025-02-04,DOSSOU,Justin,2004-01-03,M,0202,KOUKPAKI Salamatou,0131199222
ENR-000319,AN-000626,ACTE_NAISSANCE,AG004,Parakou,2025-02-04,ASSOGBA,Romaric,1937-10-26,M,1201,YAROU Mariam,0160422508
ENR-000320,CC-000901,CARTE_CONSULAIRE,AG022,Kandi,2025-02-04,OSSENI,Arnaud,1991-12-26,M,0904,ADANDE Gisèle,0156313804
ENR-000321,AN-001448,ACTE_NAISSANCE,AG012,Aplahoué,2025-02-04,AGOSSOU,Rodrigue,2005-10-05,M,1005,AHOUANSOU Aïcha,0176602578
ENR-000322,CC-001464,CARTE_CONSULAIRE,AG032,Lokossa,2025-02-04,LOKONON,Yves,1975-07-12,M,1103,ZANNOU Bernice,0167940725
ENR-000323,AN-001860,ACTE_NAISSANCE,AG003,Porto-Novo,2025-02-04,SOULEY,Comlan Ulrich,1996-07-31,M,0703,GLELE Bernice,
ENR-000324,AN-002172,ACTE_NAISSANCE,AG026,Abomey-Calavi,2025-02-04,DANSOU,Serge,1965-05-29,M,1005,HOUESSOU Espérance,0101378738
ENR-000325,AN-002422,ACTE_NAISSANCE,AG038,Abomey-Calavi,2025-02-04,ZANNOU,Sèmèvo,2000-07-11,F,0206,AMOUSSOU Sènami,0154051280
ENR-000326,AN-003201,ACTE_NAISSANCE,AG014,Abomey-Calavi,2025-02-04,QUENUM,Rodrigue Moussa,1989-03-26,M,0506,ZANNOU Prudence,0138322853
ENR-000327,PP-004089,PASSEPORT,AG020,Lokossa,2025-02-04,AHOUANSOU,Flore,2011-01-26,F,0603,OSSENI Mariam,0132801456
